﻿﻿﻿﻿﻿﻿﻿﻿idx,card_name,company,card_type,brands,annual_fee,pre_month_money,pre_month_condition,top_benefit_summary,benefit_categories,only_online,release_dt,card_img,detail_url,detailed_benefits
2737,the Red (항공 마일리지형),현대카드,신용,VISA,"국내전용 [300,000]원 / 해외겸용 [300,000]원",500000,"500,000원",대한항공: 500원 | 바우처: 300000원 | 공항라운지/PP: 무제한,"모든가맹점, 쇼핑, 항공마일리지, 공항라운지/PP, 프리미엄, 여행/숙박",false,2024-08-16,https://d1c5n4ri2guedi.cloudfront.net/card/2737/card_img/36950/2751card_2.jpg,https://www.card-gorilla.com/card/detail/2737,"대한항공: [기본 혜택] 국내외 가맹점 1,500원당 1 대한항공 마일리지 적립 | 바우처: [연간 보너스] 다양한 라이프스타일 영역에서 사용 가능한 바우처 제공(연 1회) | 공항: [우대 서비스] 공항 라운지 연간 10회 무료 이용&middot;공항 및 특급호텔 발레파킹 무료 이용 | 프리미엄 서비스: [우대 서비스] 메탈 플레이트 제공"
113,마일리지 가온카드(대한항공),KB국민카드,신용,Mastercard,"국내전용 [15,000]원 / 해외겸용 [20,000]원",0,없음,항공마일리지: 500원 | 항공마일리지: 500원 | 항공마일리지: 500원,"모든가맹점, 무실적, 항공마일리지, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/113/card_img/20271/113card.png,https://www.card-gorilla.com/card/detail/113,항공마일리지: 국내가맹점 이용시
2324,삼성 BIZ iD BENEFIT카드,삼성카드,신용,"Mastercard, UnionPay","국내전용 [30,000원] / 해외겸용[30,000원]",300000,"300,000원",공과금/렌탈: 1.5% | 모든가맹점: 0.5% | 주유: 3%,"모든가맹점, 주유, 통신, 마트/편의점, 쇼핑, 공과금/렌탈, 해외, 비즈니스",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2324/card_img/28095/2324card.png,https://www.card-gorilla.com/card/detail/2324,비즈니스: 사업 필수 경비 1.5% 결제일 할인 | 모든가맹점: 국내 가맹점 0.5% 결제일 할인 | 생활: 사업 운영 지원 3% 결제일 할인 | 공과금/렌탈: 세무지원 서비스 | 선택형: 원하는 플레이트 디자인 선택 가능
2592,싱가포르항공 크리스플라이어 더 베스트 신한카드,신한카드,신용,Mastercard,"국내전용 [247,000]원 / 해외겸용 [250,000]원",500000,"500,000원",항공마일리지: 10000원 | 항공마일리지: 500원 | 공항라운지/PP: 무제한,"공항라운지/PP, 프리미엄",false,2023-08-14,https://d1c5n4ri2guedi.cloudfront.net/card/2592/card_img/30924/2592card.png,https://www.card-gorilla.com/card/detail/2592,항공마일리지: [웰컴기프트] 싱가포르항공 크리스플라이어(이하 KF) 1만 5천 마일리지 | 항공마일리지: [연간기프트] 싱가포르항공 크리스플라이어(이하 KF) 1만 5천 마일리지 적립(연 1회) | 항공마일리지: 추가적립1. 해외/면세점/골프/택시/스타벅스 | 기타: 싱가포르항공 KF 엘리트 멤버십 제공 기준 | 항공마일리지: 싱가포르항공 KF 보너스 마일리지 적립 기준 | 기타: ︎부스터마일즈 마일리지 적립 유의사항 | 할인: 싱가포르항공 KF &lsquo;공제 마일리지 할인 쿠폰&rsquo; 제공 기준 | 기타: 싱가 | 할인: 싱가포르항공 이용금액 결제일 할인 | 공항라운지: The Lounge 공항 라운지 무료 제공 (연 2회)
92,카드의정석 PREMIUM MILEAGE(SKYPASS),우리카드,신용,"Mastercard, BC","국내전용 [135,000]원 / 해외겸용 [135,000]원",500000,"500,000원",대한항공: 무제한 | 공항라운지/PP: 무제한 | 바우처: 무제한,"주유, 쇼핑, 항공마일리지, 공항라운지/PP, 프리미엄, 여행/숙박, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/92/card_img/20246/92card.png,https://www.card-gorilla.com/card/detail/92,"대한항공: 기본적립: 국내외 적립대상 가맹점 이용금액 1,000원당 1마일 적립(월 한도 5만 마일) | 공항라운지/PP: 국내외 공항라운지 무료 이용 서비스 | 바우처: 프리미엄 기프트 서비스(연 1회, 택1) | 프리미엄: 국내외 여행 관련 보험 무료 제공 | 주유: 현대오일뱅크, S-OIL 주유 및 충전 시 리터당 60원 청구할인"
2648,zgm shopping카드,NH농협카드,신용,"VISA, Mastercard, UnionPay, JCB","국내전용 [50,000]원 / 해외겸용 [55,000]원",500000,"500,000원",쇼핑: 40000원 | 쇼핑: 40000원,"마트/편의점, 쇼핑",false,2023-12-28,https://d1c5n4ri2guedi.cloudfront.net/card/2648/card_img/32138/2648card.png,https://www.card-gorilla.com/card/detail/2648,쇼핑: [기본적립] 온・오프라인 쇼핑 이용 시 최대 15% NH포인트 적립 | 적립: [추가적립] &#39;기본적립&#39;된 포인트의 5% 추가적립 (연 1회) | 면세점: [멤버십혜택] 현대백화점면세점 BLACK 등급 멤버십 제공
2555,K-패스카드,KB국민카드,신용,VISA,"국내전용 [8,000]원 / 해외겸용 [8,000]원",300000,"300,000원",교통: 10% | 생활: 5% | 간편결제: 5%,"교통, 통신, 마트/편의점, 푸드, 카페/디저트, 병원/약국, OTT/영화/문화",false,2023-04-26,https://d1c5n4ri2guedi.cloudfront.net/card/2555/card_img/33456/2555card.png,https://www.card-gorilla.com/card/detail/2555,할인: 청구 할인 서비스
72,트레이더스신세계 삼성카드,삼성카드,신용,Mastercard,"국내전용 [15,000]원 / 해외겸용 [15,000]원",400000,"400,000원",대형마트: 5% | 교육/육아: 5% | 통신: 5%,"통신, 마트/편의점, 쇼핑, 카페/디저트, 병원/약국, 교육/육아",false,,https://d1c5n4ri2guedi.cloudfront.net/card/72/card_img/27714/72card.png,https://www.card-gorilla.com/card/detail/72,대형마트: 트레이더스에서 결제 시 1%~5% 결제일할인(청구할인) | 교육/육아: 학원&middot;서점&middot;학습지&middot;인터넷강의 5% 결제일할인(청구할인) | 통신: 이동통신 5% 결제일할인(청구할인) | 카페: 커피전문점 5% 결제일할인(청구할인) | 백화점: 유의사항 | 병원/약국: 이용조건
993,신한카드 The BEST+,신한카드,신용,"VISA, Mastercard, JCB","해외겸용 [295,000]원",0,없음,바우처: 무제한 | 대한항공: 무제한 | 공항라운지: 무제한,"쇼핑, 무실적, 레저/스포츠, 항공마일리지, 공항라운지/PP, 프리미엄, 여행/숙박",false,2019-02-27,https://d1c5n4ri2guedi.cloudfront.net/card/993/card_img/44119/993card.png,https://www.card-gorilla.com/card/detail/993,바우처: Gift Option 서비스 | 항공마일리지: 항공 마일리지 적립 서비스 | 공항라운지: The Lounge Members 무료 이용 서비스 | 골프: 골프 할인 서비스 | 호텔: 특급호텔 라운지 무료음료 서비스 | 프리미엄: 국제 브랜드사 서비스 (플래티늄 등급 선택 시 제공)
2705,JADE First Centum,하나카드,신용,VISA,"국내전용 [995,000]원 / 해외겸용 [1,000,000]원",500000,"500,000원",바우처: 600000원 | 공항라운지: 무제한 | 적립: 1.5%,"모든가맹점, 주유, 자동차/하이패스, 항공마일리지, 공항라운지/PP, 프리미엄, 여행/숙박, 해외",false,2024-05-31,https://d1c5n4ri2guedi.cloudfront.net/card/2705/card_img/34596/2705card_1.png,https://www.card-gorilla.com/card/detail/2705,"바우처: [PREMIUM VOUCHER] 바우처 2가지 중 1가지를 선택하여 이용 (연 1회) | 바우처: [DINING VOUCHER] 특급호텔 레스토랑 20만원 현장 할인 (연 1회) | 바우처: [BONUS VOUCHER] 연 누적 이용금액별 골프/프리미엄 아울렛 50% 청구 할인 | 공항라운지: [AIRPORT] 전세계 공항 라운지 무료 이용 (본인/가족/동반자 통합 연 10회, 일 3회) | 적립: [기본적립] 국내 가맹점 1.5%~1.0% 하나머니 적립 제공 | 자동차: [주유/EV충전 적립] 주유(LPG) 리터당 200하나머니・EV충전 50% 하나머니 적립 제공 | 선택형: [SPECIAL PLATE] 특수 소재 카드 신청 가능"
2694,신한카드 처음,신한카드,신용,Mastercard,"국내전용 [15,000]원 / 해외겸용 [18,000]원",300000,"300,000원",쇼핑: 5% | 생활: 5% | 통신: 20%,"교통, 통신, 마트/편의점, 쇼핑, 푸드, 카페/디저트, OTT/영화/문화, 해외",false,2024-04-02,https://d1c5n4ri2guedi.cloudfront.net/card/2694/card_img/33709/2694card_1.png,https://www.card-gorilla.com/card/detail/2694,"적립: [오늘도 5% 적립 서비스] 음식점&middot;카페&middot;편의점&middot;온라인쇼핑 5% 마이신한포인트 적립 | 생활: [일상 속 5% 적립 서비스] 생활&middot;여행&middot;패션 5% 마이신한포인트적립 | 디지털구독: [정기결제 최대 20% 적립 서비스] 통신 10% , OTT 15%, 멤버십 20% 마이신한포인트 적립 | 적립: 소비관리 보너스 적립 서비스 소개"
2916,The CLASSIC NEO,신한카드,신용,Mastercard,"국내전용 [117,000]원 / 해외겸용 [120,000]원",400000,"400,000원",프리미엄: 70000원 | 적립: 5% | 점심: 20000원,"주유, 마트/편의점, 쇼핑, 푸드, 카페/디저트, 뷰티/피트니스, 병원/약국, 레저/스포츠, 공항라운지/PP, 프리미엄, 여행/숙박, 해외",false,2025-10-16,https://d1c5n4ri2guedi.cloudfront.net/card/2916/card_img/45177/2916card.png,https://www.card-gorilla.com/card/detail/2916,프리미엄: 나를 위한 / 가족을 위한 Gift (연 1회) | 적립: 마이신한포인트 적립 | 점심: Brunch 할인 서비스 | 공항라운지: 공항라운지 무료 이용 서비스 (THE LOUNGE) | 프리미엄 서비스: 국내 브랜드사 서비스 공통사항 안내
52,삼성카드 taptap S,삼성카드,신용,Mastercard,"국내전용 [10,000]원 / 해외겸용 [10,000]원",500000,"500,000원",모든가맹점: 1% | 주유소: 2000원 | 영화: 5000원,"모든가맹점, 주유, OTT/영화/문화",true,,https://d1c5n4ri2guedi.cloudfront.net/card/52/card_img/27708/52card.png,https://www.card-gorilla.com/card/detail/52,"모든가맹점: 모든 가맹점 1% 빅포인트 적립 | 주유: 모든 주유소 및 LPG충전소에서 5만원 이상 결제 시 2,000원 결제일할인(청구할인) | 영화: 모든 영화관에서 영화티켓 1만원 이상 현장 결제 시 5,000원 결제일할인(청구할인)"
269,IBK-Hybrid(하이브리드)카드,IBK기업은행,신용,"Mastercard, UnionPay","해외겸용 [10,000]원",0,없음,무실적: 0.6% | 모든가맹점: 0.3% | 기타: 무제한,"모든가맹점, 무실적, 자동차/하이패스",false,,https://d1c5n4ri2guedi.cloudfront.net/card/269/card_img/20492/269card.png,https://www.card-gorilla.com/card/detail/269,"하이브리드: 전월 이용실적 관계없이 국내외 가맹점에서 신용 0.6%, 체크 0.3% 캐시백"
2534,삼성 iD VITA 카드,삼성카드,신용,"Mastercard, UnionPay","국내전용 [20,000원] / 해외겸용 [20,000원]",500000,"500,000원",병원/약국: 20% | 보험사: 10% | 뷰티/피트니스: 20%,"마트/편의점, 뷰티/피트니스, 공과금/렌탈, 병원/약국, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2534/card_img/29325/2531card.png,https://www.card-gorilla.com/card/detail/2534,"병원/약국: 의료 20% 결제일 할인 | 보험사: 보험 10% 결제일 할인 | 뷰티/피트니스: 헬스/뷰티 20% 결제일 할인 | 대형마트: 할인점 10% 결제일 할인 | 할인: 이동통신/렌탈/멤버십 정기결제 시 10% 결제일 할인 | 해외이용: 전월 이용금액에 관계없이, 할인한도 없이 해외 1% 결제일할인 | 선택형: 카드 플레이트 선택"
59,삼성카드 taptap I,삼성카드,신용,Mastercard,"국내전용 [49,000]원 / 해외겸용 [49,000]원",500000,"500,000원",카페/디저트: 30% | 배달앱: 20% | 기차: 5000원,"교통, 마트/편의점, 쇼핑, 푸드, 카페/디저트, 애완동물, 교육/육아, OTT/영화/문화, 공항라운지/PP, 여행/숙박, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/59/card_img/37169/59card.png,https://www.card-gorilla.com/card/detail/59,"선택형: 라이프스타일에 따라 &lsquo;일상 패키지&rsquo; 또는 &lsquo;여가 패키지&rsquo; 중 선택 | 더라운지: - 통합 연 3회 제공됩니다.(연 기준 : 1.1~12.31) | 여행/숙박: 해외&middot;여행 3% 결제일할인(청구할인) | 쇼핑: 슈퍼마켓, 프리미엄 아울렛, 온라인 쇼핑몰, 백화점, 세탁소, 프리미엄 가구 3% 결제일할인(청구할인) | 카페/디저트: - 통합 월 할인한도는 10,000원입니다. | 푸드: - 할인 대상점: 음식점 생어거스틴, 발재반점, 신선식품 배송 마켓컬리 | 영화: - 통합 월 1회, 연 6회 제공됩니다.(연 기준 : 1.1~12.31) | 도서: - 통합 월 1회, 연 6회 제공됩니다.(연 기준 : 1.1~12.31) | 기차: - 월 2회 제공됩니다. | 프리미엄: mastercard 프리미엄카드(PLATINUM 등급) 회원에게 mastercard의 제휴사가 제공하는 서비스 | 캐시백: - 예시 : 누적 3,000만원/4,500만원 이용 시, 60,000원/90,000원 캐시백"
2952,삼성 iD STATION 카드 (HD현대오일뱅크),삼성카드,신용,VISA,"국내전용 [15,000]원 / 해외겸용 [15,000]원",400000,"400,000원",주유: 10% | 통신: 5% | 편의점: 5%,"주유, 통신, 마트/편의점, 쇼핑, 자동차/하이패스",false,2025-12-09,https://d1c5n4ri2guedi.cloudfront.net/card/2952/card_img/47716/2952card.png,https://www.card-gorilla.com/card/detail/2952,주유: HD현대오일뱅크 주유(충전)소에서 주유 시 10% 결제일할인 | 통신: 통신요금 정기결제 시 5% 결제일할인 | 편의점: 편의점 5% 결제일할인 | 온라인쇼핑: 온라인쇼핑몰 5% 결제일할인 | 자동차: 엔진오일(오일필터/에어필터 포함) 교환 시 | 적립: HD현대오일뱅크 보너스카드 멤버십서비스
2752,the Pink Edition2,현대카드,신용,VISA,"국내전용 [150,000]원 / 해외겸용 [150,000]원",500000,"500,000원",적립: 1.5% | 적립: 5% | 공항라운지/PP: 무제한,"모든가맹점, 쇼핑, 공항라운지/PP, 프리미엄",false,2024-08-16,https://d1c5n4ri2guedi.cloudfront.net/card/2752/card_img/36946/2752card_2.png,https://www.card-gorilla.com/card/detail/2752,적립: [기본 혜택] 국내외 가맹점 1.5% M포인트 적립 | 적립: [추가 혜택] 프리미엄쇼핑 영역 5% M포인트 적립 | 적립: 이용방법 | 공항: [우대 서비스] 공항 라운지 연간 5회 무료 이용&middot;공항 및 특급호텔 발레파킹 무료 이용 | 프리미엄 서비스: [우대 서비스] 메탈 플레이트 제공
2610,I-어디로든 그린카드,IBK기업은행,신용,BC,"국내전용 [15,000]원",300000,"300,000원",충전소: 40% | 생활: 10% | 교통: 10%,"교통, 카페/디저트",false,2023-10-27,https://d1c5n4ri2guedi.cloudfront.net/card/2610/card_img/31261/2610card.png,https://www.card-gorilla.com/card/detail/2610,멤버십포인트: 에코머니 포인트란? | 충전소: 친환경 자동차 최대 40% 적립 | 생활: 공유 모빌리티 10% 적립 | 대중교통: 대중교통 10% 적립 | 고속버스: 일반교통 10% 적립 | 카페: 커피전문점 10% 적립 | 생활: 생활 서비스 0.2% 적립
2435,신한카드 EVerywhere,신한카드,신용,VISA,"국내전용 [19,000]원 / 해외겸용 [22,000]원",400000,"400,000원",충전소: 50% | 생활: 20% | 자동차: 5000원,"주유, 통신, 마트/편의점, 카페/디저트, 자동차/하이패스, OTT/영화/문화",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2435/card_img/48033/2435card_1.png,https://www.card-gorilla.com/card/detail/2435,충전소: [전기차 충전 캐시백] | 디지털구독: [생활 캐시백] | 통신: [생활 캐시백] | 편의점: [생활 캐시백] | 카페/디저트: [생활 캐시백] | 기타: [주차 캐시백]
2781,HERITAGE Classic [스카이패스형],KB국민카드,신용,"VISA, Mastercard","국내전용 [157,000]원 / 해외겸용 [157,000]원",500000,"500,000원",대한항공: 500원 | 공항라운지/PP: 무제한 | 바우처: 무제한,"모든가맹점, 교통, 마트/편의점, 쇼핑, 푸드, 카페/디저트, 뷰티/피트니스, 병원/약국, 교육/육아, 레저/스포츠, 항공마일리지, 공항라운지/PP, 프리미엄, 여행/숙박, 해외",false,2024-11-28,https://d1c5n4ri2guedi.cloudfront.net/card/2781/card_img/38287/2781card.png,https://www.card-gorilla.com/card/detail/2781,"대한항공: [기본 서비스] 국내외 가맹점 1,500원당 1마일리지 적립 | 대한항공: [특별 서비스] 생활밀착 4개 영역 1,500원당 2마일리지 적립 | 대한항공: [특별 서비스] Flex 영역(온라인항공/호텔/온라인면세/스포츠/미용실) 건별 결제금액 1,500원당 대한항공 2마일리지 적립 | 자동차: [특별 서비스] | 공항라운지: 전세계 공항 라운지 무료 이용(The LOUNGE) | 바우처: [Classic 전용혜택] 쿠폰 서비스 연 1회 제공, 4가지 중 택 1 | 프리미엄 서비스: [Classic 전용혜택] 브랜드 서비스&middot;금융 서비스&middot;전용고객센터"
2953,스타트래블 우리카드,우리카드,신용,VISA,"국내전용 [28,000]원 / 해외겸용 [28,000]원",300000,"300,000원",카페/디저트: 무제한 | 적립: 2% | 수수료우대: 무제한,"모든가맹점, 카페/디저트, 뷰티/피트니스, 교육/육아, OTT/영화/문화, 여행/숙박, 해외",false,2026-01-30,https://d1c5n4ri2guedi.cloudfront.net/card/2953/card_img/47835/2953card.png,https://www.card-gorilla.com/card/detail/2953,카페: 국내 스타벅스 이용 시 당월 누적 금액 2만원당 스타벅스 리워드 별 1개 적립 | 해외: 해외 가맹점 이용 시 | 적립: 국내 가맹점 2% 포인트 적립 | 수수료우대: 해외서비스 및 국제브랜드 수수료 면제
2853,KTX 삼성카드,삼성카드,신용,Mastercard,"국내전용 [20,000]원 / 해외겸용 [20,000원]",400000,"400,000원",적립: 0.5% | 교통: 5% | 마트/편의점: 0.5%,"모든가맹점, 교통, 마트/편의점, 카페/디저트",false,2025-07-01,https://d1c5n4ri2guedi.cloudfront.net/card/2853/card_img/43424/2853card.png,https://www.card-gorilla.com/card/detail/2853,적립: 국내외 가맹점 0.5% KTX 마일리지 포인트 적립 | 적립: 한국철도공사 가맹점 이용 시 5% KTX 마일리지 포인트 추가 적립 | 적립: 생활 필수 영역 0.5% KTX 마일리지 포인트 추가 적립 | 기타: 특수 소재 카드 신청 가능
2883,현대카드Z everyday,현대카드,신용,"VISA, AMEX","국내전용 [20,000]원 / 해외겸용 [20,000]원",500000,"500,000원",할인: 5% | 할인: 5% | 할인: 10%,"교통, 주유, 통신, 마트/편의점, 쇼핑, 푸드, 카페/디저트, 간편결제",false,2025-07-17,https://d1c5n4ri2guedi.cloudfront.net/card/2883/card_img/44419/2883card_1.png,https://www.card-gorilla.com/card/detail/2883,"할인: 전월 이용 금액 50만원 이상 시 9개 영역 5% 청구 할인 | 할인: 전월 이용 금액 50만원 이상 시 일반음식점, 주유, 대형마트 주말(토&middot;일요일) 10% 청구 할인 | 프리미엄 서비스: 메탈 플레이트 제공"
64,신세계이마트 삼성카드7,삼성카드,신용,Mastercard,"국내전용 [18,000]원 / 해외겸용 [20,000]원",300000,"300,000원",백화점: 5% | 대형마트: 6000원 | 모든가맹점: 3%,"모든가맹점, 주유, 마트/편의점, 쇼핑, 자동차/하이패스, 레저/스포츠, OTT/영화/문화",false,,https://d1c5n4ri2guedi.cloudfront.net/card/64/card_img/27713/64card.png,https://www.card-gorilla.com/card/detail/64,"쇼핑: 신세계백화점 5% 전자할인쿠폰 월 3~6매 제공 | 적립: 0.5~3% 빅포인트 적립 | 할인: CGV 홈페이지 및 스마트폰 App을 통한 예매 시 3,000원 결제일할인(청구할인) | 무이자할부: 모든 가맹점 주말(토&middot;일) 2~3개월 무이자할부"
12,신한카드 Air Platinum#,신한카드,신용,"VISA, Mastercard","해외겸용 [40,000]원",0,없음,대한항공: 500원 | 아시아나항공: 무제한,"모든가맹점, 주유, 무실적, 레저/스포츠, 항공마일리지, 프리미엄, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/12/card_img/20094/12card.png,https://www.card-gorilla.com/card/detail/12,항공마일리지: 대한항공 마일리지/아시아나항공 마일리지(택1) | 생활: 마이신한포인트 적립 | 프리미엄: 특급 호텔 발렛파킹/면세점 우대 서비스 등
184,NH20해봄카드,NH농협카드,신용,"Mastercard, JCB","해외겸용 [8,000]원",300000,"300,000원",공항라운지: 무제한 | 테마파크: 50% | 온라인쇼핑: 10%,"교통, 주유, 통신, 마트/편의점, 쇼핑, 카페/디저트, 교육/육아, 레저/스포츠, OTT/영화/문화, 공항라운지/PP, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/184/card_img/45716/184card.png,https://www.card-gorilla.com/card/detail/184,"공항라운지: 해봄선택서비스_여행해봄/놀이해봄 Type 중 택1 | 테마파크: 해봄선택서비스_여행해봄/놀이해봄 Type 중 택1 | 온라인쇼핑: 온라인 쇼핑몰 10% 청구할인 | 도서: 온라인 서점, 어학시험 10% 청구할인 | 영화: CGV 온라인 예매 (홈페이지, 모바일앱) 2,000원 청구할인 | 배달앱: 배달앱 10% 청구할인 | 기타: 어플리케이션 2,000원 청구할인 | 통신: 이동통신 자동납부 4,000원 청구할인 | 카페/디저트: 커피 30% 청구할인 | 편의점: GS25 5% 청구할인 | 대중교통: 대중교통(버스/지하철) 10% 청구할인 | 주유: 주유 5% 청구할인 | 해외: 해외 가맹점(해외직구 포함) 이용금액 2% 청구할인"
2769,KB국민 기후동행카드,KB국민카드,신용,,"국내전용 [10,000]원",400000,"400,000원",생활: 5% | 쇼핑: 10% | OTT/영화/문화: 10%,"교통, 카페/디저트, 뷰티/피트니스, 레저/스포츠, OTT/영화/문화",false,2024-11-25,https://d1c5n4ri2guedi.cloudfront.net/card/2769/card_img/38059/2769card.png,https://www.card-gorilla.com/card/detail/2769,교통: 후불 기후동행카드 안내 | 할인: 청구할인 서비스
181,NH올원 파이카드,NH농협카드,신용,"Mastercard, JCB","국내전용[10,000]원 / 해외겸용 [12,000]원",300000,"300,000원",온라인쇼핑: 20% | 선택형: 무제한 | 생활: 20%,"교통, 주유, 통신, 마트/편의점, 쇼핑, 푸드, 카페/디저트, 뷰티/피트니스, 병원/약국, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/181/card_img/20398/181card.png,https://www.card-gorilla.com/card/detail/181,선택형: 파이서비스 | 카페: 라이프서비스 커피전문점 20% 청구할인 | 대중교통: 라이프서비스 대중교통 5% 청구할인 | 편의점: 라이프서비스 편의점 및 잡화 5% 청구할인 | 배달앱: 라이프서비스 배달앱 5% 청구할인
131,BeV V카드(스카이패스형),KB국민카드,신용,"Mastercard, UnionPay","해외겸용 [295,000]원",500000,"500,000원",바우처: 무제한 | 항공마일리지: 무제한 | 항공마일리지: 무제한,"쇼핑, 항공마일리지, 공항라운지/PP, 프리미엄, 여행/숙박",false,,https://d1c5n4ri2guedi.cloudfront.net/card/131/card_img/20360/131card.png,https://www.card-gorilla.com/card/detail/131,바우처: 쿠폰서비스 | 항공마일리지: 대한항공 마일리지 적립 | 프리미엄: BeV Ⅴ카드 공통 서비스
2464,zgm.휴가중카드,NH농협카드,신용,Mastercard,"국내전용 [25,000]원 / 해외겸용 [25,000]원",500000,"500,000원",해외: 5% | 온라인 여행사: 20% | 공항: 0.5%,"모든가맹점, 공과금/렌탈, 항공마일리지, 공항라운지/PP, 여행/숙박, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2464/card_img/28156/2464card.png,https://www.card-gorilla.com/card/detail/2464,"해외: 해외 이용액 2~5% NH포인트 적립 | 국내가맹점: 국내 이용액 0.5% NH포인트 기본적립 | 적립: 항공권, 면세점 업종 0.5% NH포인트 추가적립 | 호텔: 호텔스닷컴 이용 시 20% 즉시할인(월 이용 한도 4회) | 공항라운지: 국내&middot;외 공항 라운지 무료 이용(The lounge / 더 라운지) | 보험사: 여행자보험 무료 가입 | 프리미엄 서비스: MASTERCARD TITANUM / PLATINUM PREMIUM SERVICES | 선택형: 플레이트 디자인 선택가능"
2722,신한카드 SOL트래블,신한카드,신용,Mastercard,"국내전용 [27,000] / 해외겸용 [30,000]원",400000,"400,000원",수수료우대: 무제한 | 해외이용: 100% | 적립: 2%,"교통, 쇼핑, 푸드, 뷰티/피트니스, 레저/스포츠, 항공마일리지, 여행/숙박, 해외",false,2024-06-26,https://d1c5n4ri2guedi.cloudfront.net/card/2722/card_img/35971/2722card.png,https://www.card-gorilla.com/card/detail/2722,해외: 해외 이용 수수료 빼기 서비스 | 해외: 해외 일시불 이용금액 0.5% 마이신한포인트 적립 | 적립: 국내 이용금액 0.5~2% 포인트 적립 | 공항라운지: 전 세계 공항 라운지 무료 이용 서비스
174,국민행복카드(신용),NH농협카드,신용,UnionPay,해외겸용 [없음],300000,"300,000원",교육/육아: 5% | 병원/약국: 5% | 프리미엄: 무제한,"교통, 통신, 쇼핑, 푸드, 카페/디저트, 교육/육아, 레저/스포츠",false,,https://d1c5n4ri2guedi.cloudfront.net/card/174/card_img/20386/174card.png,https://www.card-gorilla.com/card/detail/174,국민행복: 국민행복카드란? | 멤버십포인트: 친환경제품 구매 시 에코머니 적립 | 기타: 제로투세븐닷컴 | 바우처: 바우처안내
45,American Express Blue,삼성카드,신용,AMEX,"해외겸용 [15,000]원",300000,"300,000원",해외: 5% | 교통: 5% | 푸드: 7%,"교통, 통신, 마트/편의점, 쇼핑, 푸드, 카페/디저트, 교육/육아, OTT/영화/문화, 간편결제, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/45/card_img/37925/45card.png,https://www.card-gorilla.com/card/detail/45,생활: 서비스안내 | 디지털구독: 서비스안내 | 카페: 서비스안내 | 통신: 서비스안내 | 쇼핑: 서비스안내 | 해외이용: 서비스 안내
2734,코웨이 IBK카드,IBK기업은행,신용,"Mastercard, BC, UnionPay","국내전용 [12,000]원 / 해외겸용 [15,000]원",300000,"300,000원",렌탈: 23000원,공과금/렌탈,false,2022-04-21,https://d1c5n4ri2guedi.cloudfront.net/card/2734/card_img/36456/2734card.png,https://www.card-gorilla.com/card/detail/2734,렌탈: 코웨이 렌탈료 자동이체 할인 서비스
2959,BLISS Point,IBK기업은행,신용,Mastercard,"국내전용 [99,000]원 / 해외겸용 [100,000]원",500000,"500,000원",국내외가맹점: 1% | 적립: 5% | 바우처: 무제한,"모든가맹점, 주유, 마트/편의점, 쇼핑, 푸드, OTT/영화/문화, 항공마일리지, 공항라운지/PP, 프리미엄, 해외",false,2026-03-01,https://d1c5n4ri2guedi.cloudfront.net/card/2959/card_img/47714/2959card_1.png,https://www.card-gorilla.com/card/detail/2959,국내외가맹점: 기본적립 | 적립: 특화적립 | 바우처: (연 1회) 신청 시 6가지 바우처 중 택 1 | 프리미엄 서비스: 국내&middot;외 공항라운지 무료이용 서비스
718,국민행복 삼성카드 V2,삼성카드,신용,Mastercard,국내전용 [없음] / 해외겸용 [없음],0,없음,온라인쇼핑: 7% | 교육/육아: 7% | 생활: 7%,"주유, 통신, 마트/편의점, 쇼핑, 무실적, 공과금/렌탈, 병원/약국, 교육/육아, OTT/영화/문화, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/718/card_img/28063/718card.png,https://www.card-gorilla.com/card/detail/718,"국민행복: 정부지원 국가바우처 | 쇼핑: 쇼핑 7% 결제일 할인 | 교육/육아: 보육 7% 결제일할인 | 공과금: 생활요금 7% 결제일할인 | 디지털구독: 스트리밍 3,000원 결제일할인 | 해외: 해외 1.5% 결제일할인 | 기타: 정부지원 국가바우처"
133,BeV Ⅲ 카드,KB국민카드,신용,"Mastercard, UnionPay","해외겸용 [200,000]원",500000,"500,000원",모든가맹점: 1.5% | 주유: 100원 | 프리미엄: 150000원,"주유, 쇼핑, 공항라운지/PP, 프리미엄, 여행/숙박",false,,https://d1c5n4ri2guedi.cloudfront.net/card/133/card_img/20362/133card.png,https://www.card-gorilla.com/card/detail/133,"바우처: 쿠폰서비스 (연 1회, 4가지 쿠폰서비스 중 택1) | 주유: 주유 할인 | 적립: 포인트리 적립 | 프리미엄: BeV Ⅲ카드 우대 서비스"
