﻿﻿﻿﻿﻿﻿﻿﻿idx,card_name,company,card_type,brands,annual_fee,pre_month_money,pre_month_condition,top_benefit_summary,benefit_categories,only_online,release_dt,card_img,detail_url,detailed_benefits
2863,디지로카 Travel,롯데카드,신용,AMEX,"국내전용 [20,000]원 / 해외겸용 [20,000]원",0,없음,적립: 1.2% | 여행/숙박: 3% | 적립: 15000원,"모든가맹점, 무실적, 항공마일리지, 여행/숙박, 해외",false,2025-05-28,https://d1c5n4ri2guedi.cloudfront.net/card/2863/card_img/43838/2863card.png,https://www.card-gorilla.com/card/detail/2863,"적립: 국내 가맹점 1% 트래블마일 적립 | 여행/숙박: 기본/특별 적립 혜택 제공 공통기준 | 적립: 트래블마일 15,000마일 적립 (연 1회)"
2864,디지로카 Travel 프리미엄,롯데카드,신용,AMEX,"국내전용 [100,000]원 / 해외겸용 [100,000]원",0,없음,적립: 1.5% | 여행/숙박: 5% | 적립: 70000원,"모든가맹점, 무실적, 항공마일리지, 공항라운지/PP, 여행/숙박, 해외",false,2025-06-27,https://d1c5n4ri2guedi.cloudfront.net/card/2864/card_img/43839/2864card.png,https://www.card-gorilla.com/card/detail/2864,"적립: 국내 가맹점 1.2% 트래블마일 적립 | 여행/숙박: 기본/특별 적립 혜택 제공 공통기준 | 적립: 트래블마일 70,000마일 적립 (연 1회) | 공항라운지: 공항라운지(THE LOUNGE) 무료 이용 서비스"
2862,MG+ S 하나카드,MG새마을금고,신용,Mastercard,"국내전용 [17,000]원 / 해외겸용 [17,000]원",300000,"300,000원",간편결제: 10% | 디지털구독: 50% | 디지털구독: 50%,"쇼핑, 푸드, OTT/영화/문화, 간편결제",false,2025-06-18,https://d1c5n4ri2guedi.cloudfront.net/card/2862/card_img/43837/2862card.png,https://www.card-gorilla.com/card/detail/2862,"간편결제: 네이버페이, 카카오페이, 토스페이, SSG페이, 11pay, 스마일페이 10% 청구할인 | 디지털구독: 유튜브, 디즈니플러스, Wavve, 넷플릭스, 티빙 50% 청구할인 | 디지털구독: 네이버플러스멤버십, 컬리멤버스, 쿠팡와우멤버십 50% 청구할인"
2762,THE iD. TITANIUM (아시아나),삼성카드,신용,VISA,"국내전용 [700,000]원 / 해외겸용 [700,000]원",0,없음,바우처: 무제한 | 항공마일리지: 500원 | 항공마일리지: 무제한,"무실적, 레저/스포츠, 항공마일리지, 공항라운지/PP, 프리미엄, 여행/숙박, 해외",false,2024-08-26,https://d1c5n4ri2guedi.cloudfront.net/card/2762/card_img/37841/2761card.png,https://www.card-gorilla.com/card/detail/2762,"바우처: GIFT (택2) | 아시아나항공: 아시아나 마일리지 적립 | 아시아나항공: 아시아나항공 50,000원 할인 | 프리미엄 서비스: 공항 라운지 서비스(The Lounge)"
2732,토스뱅크 하나카드 Wide,하나카드,신용,Mastercard,"국내전용 [20,000]원 / 해외겸용 [20,000]원",400000,"400,000원",할인: 2%,모든가맹점,false,2024-04-19,https://d1c5n4ri2guedi.cloudfront.net/card/2732/card_img/37974/2732card_1.png,https://www.card-gorilla.com/card/detail/2732,할인: 국내외 모든 가맹점 어디서나 결제해도 할인
2736,현대홈쇼핑 현대카드,현대카드,신용,VISA,"국내전용 [10,000]원 / 해외겸용 [10,000]원",0,없음,홈쇼핑: 3% | 적립: 1%,"쇼핑, 무실적",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2736/card_img/36643/2736card_1.png,https://www.card-gorilla.com/card/detail/2736,홈쇼핑: 현대홈쇼핑 특화 혜택 H.Point 최대 3% 적립
2718,모바일엔디지로카,롯데카드,신용,Mastercard,"국내전용 [20,000]원 / 해외겸용 [20,000]원",400000,"400,000원",통신: 20000원,통신,false,2024-05-02,https://d1c5n4ri2guedi.cloudfront.net/card/2718/card_img/35577/2728card.png,https://www.card-gorilla.com/card/detail/2718,"통신: SKT, KT, LG U+ 및 알뜰폰 월 최대 20,000원 결제일 할인"
2551,카드의정석 EVERY 1,우리카드,신용,Mastercard,"국내전용 [12,000]원 / 해외겸용 [12,000]원",500000,"500,000원",국내외가맹점: 1% | 할인: 20000원,모든가맹점,false,2023-07-13,https://d1c5n4ri2guedi.cloudfront.net/card/2551/card_img/29587/2551card.png,https://www.card-gorilla.com/card/detail/2551,무실적: 국내외 가맹점 1% 청구할인 | 할인: 전월실적에 따라 매월 최대 2만원 청구할인 | 선택형: 플레이트 2종 선택
2518,컬리카드,BC 바로카드,신용,"BC, AMEX","국내전용 [12,000원] / 해외겸용 [12,000원]",0,없음,기타: 5% | 기타: 2% | 기타: 1%,"모든가맹점, 무실적, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2518/card_img/28798/2518card.png,https://www.card-gorilla.com/card/detail/2518,멤버십포인트: 컬리 적립금 5% 적립 | 멤버십포인트: 해외 가맹점 컬리 적립금 2% 적립 | 멤버십포인트: 국내 가맹점 컬리 적립금 1% 적립 | 선택형: 플레이트 5종 선택
2522,KT NU우리카드,우리카드,신용,"BC, Mastercard","국내전용 [20,000원] / 해외겸용 [20,000원]",400000,"400,000원",KT: 20000원 | KT: 무제한,통신,false,,https://d1c5n4ri2guedi.cloudfront.net/card/2522/card_img/28847/2522card.png,https://www.card-gorilla.com/card/detail/2522,KT: KT 통신서비스 요금 청구할인 | KT: KT 단말기 장기할부 서비스
2523,LG U+ 우리카드,우리카드,신용,"BC, Mastercard","국내전용 [10,000원] / 해외겸용 [15,000원]",300000,"300,000원",LGU+: 15000원 | 패밀리레스토랑: 10% | 카페: 20%,"통신, 푸드, 카페/디저트, 레저/스포츠, OTT/영화/문화",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2523/card_img/28848/2523card.png,https://www.card-gorilla.com/card/detail/2523,LGU+: LG U+ 유무선 통신요금 할인 | 패밀리레스토랑: 패밀리레스토랑 10% 청구할인 | 카페: 커피 20% 청구할인 | 영화: 전국 영화관 3천원 청구할인 | 테마파크: 주요 놀이공원 자유이용권 50% 현장할인
2525,만나 우리카드,우리카드,신용,"VISA, BC","국내전용 [12,000원] / 해외겸용 [12,000원]",0,없음,주유소: 100원 | 대중교통: 10% | 카페: 10%,"교통, 주유, 카페/디저트, 무실적",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2525/card_img/28884/2525card.png,https://www.card-gorilla.com/card/detail/2525,주유소: [Daily 할인] 주유 리터당 60~100원 청구할인 | 대중교통: [Daily 할인] 대중교통 10% 청구할인 | 카페: [Daily 할인] 커피 10% 청구할인 | 할인: [Simple 할인] 국내 가맹점 1.0%~0.7% 청구할인
2502,UPTURN카드,BC 바로카드,신용,BC Global,"해외겸용 [7,000원]",300000,"300,000원",KT: 14000원 | 온라인쇼핑: 5% | 주유소: 무제한,"주유, 통신, 마트/편의점, 쇼핑, 푸드, OTT/영화/문화, 여행/숙박",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2502/card_img/28620/2502card.png,https://www.card-gorilla.com/card/detail/2502,"KT: KT이동통신요금 월 7,000원~ 최대 14,000원 할인 | 온라인쇼핑: BC UPTURN 모바일카드로 모든 온라인 가맹점 및 모바일쇼핑몰 결제 시 이용금액의 5% 할인 | 주유소: GS칼텍스 리터당 60원 할인 | 편의점: 전국 주요 편의점 10% 할인 | 영화: 영화 인터넷 예매 시 1,500원 할인 | 패밀리레스토랑: 전국 주요 외식업체 10% 할인 | 기타: KT고객등급에 따라 &#39;별&#39;을 2만~ 최대 5만개 연간 적립 | 무이자할부: 전국 대형할인점, 백화점에서 최대 3개월 무이자 | 렌터카: 롯데렌터카(구. 금호렌터카) 35% 할인"
2503,키자니아 에듀카드,BC 바로카드,신용,"VISA, Mastercard, BC","국내전용 [12,000원] / 해외겸용 [15,000원]",300000,"300,000원",교육/육아: 10% | 주유: 무제한 | 테마파크: 무제한,"주유, 통신, 푸드, 카페/디저트, 교육/육아, 레저/스포츠, OTT/영화/문화",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2503/card_img/28621/2503card.png,https://www.card-gorilla.com/card/detail/2503,"교육/육아: 전국 모든 학원 및 유치원 10% 할인 | 주유: 전국 모든 주유소 최대 60원 할인 | 테마파크: 키자니아 무료입장 세트권(대인+소인) 무료제공 | 무이자할부: 전국 모든 백화점, 할인점, 자동차판매, 의류, 학원, 레져업소, 레져용품, 학원 업종에서 2~3개월 무이자할부 | 테마파크: 키자니아 및 전국 주요 테마파크 무료입장 또는 최대 50% 할인 | 영화: 전국 주요 영화관 3천원 할인 | 패밀리레스토랑: 전국 주요 외식업체 10% 할인 | 베이커리: 전국 주요 베이커리 10% 할인 | 통신: 이동통신요금 3% 할인 | 기타: 자녀 인터넷 멘토 프로그램 &ldquo;하이멘토 유료회원 서비스&rdquo; 무료제공"
2358,삼성 iD EDU 카드,삼성카드,신용,VISA,"국내전용 [30,000원] / 해외겸용 [30,000원]",500000,"500,000원",교육/육아: 10% | 공과금/렌탈: 5000원 | 배달앱: 5%,"쇼핑, 푸드, 공과금/렌탈, 교육/육아, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2358/card_img/27724/2359card.png,https://www.card-gorilla.com/card/detail/2358,학원: 서비스안내 | 공과금: 서비스안내 | 온라인쇼핑: 서비스안내 | 배달앱: 서비스안내 | 해외: 서비스 안내 | 선택형: 삼성 iD EDU 카드
2316,차이 신용카드,차이,신용,VISA,"국내전용 [12,000]원 / 해외겸용 [12,000]원",0,없음,대중교통: 2% | 기타: 80%,"모든가맹점, 교통, 무실적",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2316/card_img/23743/2316card.png,https://www.card-gorilla.com/card/detail/2316,대중교통: 대중교통 2% 캐시백 | 기타: [특별 혜택 기간: 2022.06.01 ~ 2022.08.31]
2326,해피포인트 해피리워드 카드,KB국민카드,신용,Mastercard,"국내전용 [15,000원] / 해외겸용 [15,000원]",300000,"300,000원",멤버십포인트: 35% | 생활: 5% | 디지털구독: 10%,"푸드, 뷰티/피트니스, 병원/약국, 레저/스포츠, OTT/영화/문화",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2326/card_img/23881/2326card.png,https://www.card-gorilla.com/card/detail/2326,"해피포인트: 해피포인트 가맹점 이용시 해피포인트 최대 35% 적립 | 생활: 학원, 골프/골프연습장, 약국, 미용실 5% 적립 | 디지털구독: 넷플릭스, 웨이브, 멜론, 지니 10% 해피포인트 적립 | 선택형: 해피포인트 해피리워드 카드 디자인 선택"
2291,메리어트 본보이™ 더 클래식 신한카드,신한카드,신용,VISA,"국내전용 [144,000]원 / 해외겸용 [147,000]원",0,없음,적립: 15000원 | 적립: 무제한 | 적립: 무제한,"모든가맹점, 무실적, 공항라운지/PP, 프리미엄, 여행/숙박",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2291/card_img/20676/2291card.png,https://www.card-gorilla.com/card/detail/2291,"적립: 연간 기프트 | 적립: 기본적립 | 적립: 연회비 주기 내 이용 실적에 따른 메리어트 본보이&trade; 보너스 포인트 적립 | 프리미엄 서비스: 메리어트 본보이&trade; 엘리트 멤버십 제공 | 호텔: 메리어트 본보이&trade; 엘리트 숙박 크레딧 제공 | 호텔: 국내 메리어트 참여 호텔 라운지 무료 음료 서비스 (월 최대 2잔, 연 4잔) | 공항라운지: The Lounge Members 모바일 앱을 통한 전세계 공항 라운지 무료 이용 (연 2회)"
2292,현대카드 MY BUSINESS ZERO Food&Drink,현대카드,신용,"VISA, Mastercard","국내전용 [30,000]원 / 해외겸용 [30,000]원",0,없음,모든가맹점: 0.7% | 비즈니스: 1.5% | 마트/편의점: 1.5%,"마트/편의점, 쇼핑, 무실적, 공과금/렌탈, 비즈니스",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2292/card_img/22779/2292card.png,https://www.card-gorilla.com/card/detail/2292,비즈니스: 사업지원서비스 2.0 | 비즈니스: 사업성 경비 영역에서 이용 시 1.5% 할인 | 모든가맹점: 모든 가맹점에서 이용 시 0.7% 할인 | 기타: 사업구매전용 플레이트(2021. 11. 25 ~ 2022. 11. 24)
2293,현대카드 MY BUSINESS ZERO Retail&Service,현대카드,신용,"VISA, Mastercard","국내전용 [30,000]원 / 해외겸용 [30,000]원",0,없음,모든가맹점: 0.7% | 비즈니스: 1.5% | 통신: 1.5%,"통신, 무실적, 공과금/렌탈, 비즈니스",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2293/card_img/23896/2293card.png,https://www.card-gorilla.com/card/detail/2293,비즈니스: 사업지원서비스 2.0 | 비즈니스: 사업성 경비 영역에서 이용 시 1.5% 할인 | 모든가맹점: 모든 가맹점에서 이용 시 0.7% 할인 | 기타: 사업구매전용 플레이트(2021. 11. 25 ~ 2022. 11. 24)
2294,현대카드 MY BUSINESS ZERO Online Seller,현대카드,신용,"VISA, Mastercard","국내전용 [30,000]원 / 해외겸용 [30,000]원",0,없음,모든가맹점: 0.7% | 비즈니스: 1.5% | 온라인쇼핑: 1.5%,"쇼핑, 무실적, 공과금/렌탈, 해외, 비즈니스",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2294/card_img/23897/2294card.png,https://www.card-gorilla.com/card/detail/2294,비즈니스: 사업지원서비스 2.0 | 비즈니스: 사업성 경비 영역에서 이용 시 1.5% 할인 | 모든가맹점: 모든 가맹점에서 이용 시 0.7% 할인
2300,내맘대로 쁨 카드,하나카드,신용,Mastercard,"국내전용 [12,000]원 / 해외겸용 [12,000]원",500000,"500,000원",주유: 20% | 쇼핑: 5% | 간편결제: 1.5%,"모든가맹점, 교통, 주유, 마트/편의점, 쇼핑, 병원/약국, 애완동물, 교육/육아, 레저/스포츠, 간편결제, 항공마일리지, 여행/숙박",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2300/card_img/28825/2300card.png,https://www.card-gorilla.com/card/detail/2300,모든가맹점: 국내외 전 가맹점 0.5% 하나머니 적립 | 간편결제: 페이결제 건 1% 하나머니 적립 | 쇼핑: [&#39;쁨&#39; 서비스 쇼핑] | 쇼핑: [&#39;쁨&#39; 서비스 트렌디쇼핑] | 주유: [&#39;쁨&#39; 서비스 모빌리티] | 교육/육아: [&#39;내맘대로 서비스&#39; 에듀 서비스] | 골프: [&#39;내맘대로 서비스&#39; 골프서비스] | 여행/숙박: [&#39;내맘대로 서비스&#39; 여행 서비스] | 병원/약국: [&#39;내맘대로 서비스&#39; 케어 서비스]
2306,L.PAY by 롤라카드(신용),롯데카드,신용,Mastercard,"국내전용 [15,000]원 / 해외겸용 [15,000]원",0,없음,적립: 2% | 디지털구독: 무제한,"무실적, OTT/영화/문화",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2306/card_img/23706/2306card.png,https://www.card-gorilla.com/card/detail/2306,적립: 지난달 40만원 이상 이용 시 1~2% L.POINT 적립 | 디지털구독: 클럽롤라 서비스
2347,BC 바로 리워드 플러스,BC 바로카드,신용,"Mastercard, BC","국내전용 [10,000원] / 해외겸용 [10,000원]",300000,"300,000원",디지털구독: 30% | 쇼핑: 5% | 생활: 5%,"모든가맹점, 교통, 주유, 통신, 쇼핑, 교육/육아, 레저/스포츠, OTT/영화/문화",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2347/card_img/32524/2347card.png,https://www.card-gorilla.com/card/detail/2347,
2348,BC 바로 페이백 플러스,BC 바로카드,신용,"VISA, BC","국내전용 [15,000]원 / 해외겸용 [15,000]원",400000,"400,000원",모든가맹점: 0.7% | 온라인쇼핑: 6.3% | 푸드: 6.3%,"모든가맹점, 주유, 통신, 쇼핑, 푸드, OTT/영화/문화, 간편결제",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2348/card_img/25292/2348card.png,https://www.card-gorilla.com/card/detail/2348,모든가맹점: 전 가맹점 0.7% 기본 할인 | 쇼핑: 온라인쇼핑/간편결제 6.3% 추가 할인 | 일반음식점: 음식점 6.3% 추가 할인 | 기타: 교통/통신/스트리밍 6.3% 할인 | 프리미엄 서비스: VISA PLATINUM 등급 기본 서비스 제공
2353,NU Blanc,우리카드,신용,"Mastercard, BC","국내전용 [50,000]원 / 해외겸용 [50,000]원",0,없음,모든가맹점: 1.8% | 해외: 3% | 적립: 20000원,"무실적, 레저/스포츠, 공항라운지/PP, 여행/숙박, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2353/card_img/24773/2353card.png,https://www.card-gorilla.com/card/detail/2353,"모든가맹점: 국내 전 가맹점 1~1.8% 포인트적립 | 해외: 해외 전 가맹점 3% 포인트적립 | 적립: 보너스 포인트 20,000점 적립 | 공항라운지: 전세계 공항라운지 무료 이용 | 대중교통: K리무진 버스 무료 이용 | 골프: 골프 서비스 | 호텔: 전국 부티크 호텔 무료 브런치 제공"
2354,NU Uniq,우리카드,신용,"Mastercard, BC","국내전용 [20,000원] / 해외겸용[20,000원]",400000,"400,000원",모든가맹점: 0.8% | 배달앱: 1.5% | 카페/디저트: 5%,"모든가맹점, 교통, 마트/편의점, 쇼핑, 푸드, 카페/디저트, OTT/영화/문화",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2354/card_img/24965/2354card.png,https://www.card-gorilla.com/card/detail/2354,"모든가맹점: 국내 가맹점 0.5%할인 | 모든가맹점: 국내 가맹점 우리페이 결제시 0.3% 추가할인 | 소셜커머스: 쿠팡, G마켓, 11번가 1.5% 할인 | 배달앱: 배달의민족, B마트, 쿠팡이츠 1.5% 할인 | 대형마트: 이마트, 롯데마트, 홈플러스 1.5% 할인 | 교통: 대중교통, 택시, 전기차, 주유 1.5% 할인 | 적립: 가장 많이 이용한 영역 1.5% 한번 더 적립 | 디지털구독: 넷플릭스, 유튜브 프리미엄, 멜론, 디즈니플러스 5% 할인 | 카페: 스타벅스, 투썸플레이스, 폴바셋, 이디야, 커피빈, 탐앤탐스, 카페베네, 할리스, 엔제리너스 5% 할인"
2296,톡톡M 카드,KB국민카드,신용,"Mastercard, AMEX","국내전용 [12,000]원 / 해외겸용 [12,000]원",300000,"300,000원",디지털구독: 100% | 간편결제: 10% | 편의점: 5%,"교통, 마트/편의점, OTT/영화/문화, 간편결제",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2296/card_img/22992/2296card.png,https://www.card-gorilla.com/card/detail/2296,디지털구독: 멤버십 100% 청구할인 | 간편결제: 온라인 간편결제 10% 청구할인 | 편의점: 편의점 5% 청구할인 | 대중교통: 대중교통 5% 청구할인
2297,톡톡F 카드,KB국민카드,신용,"Mastercard, AMEX","국내전용 [12,000]원 / 해외겸용 [12,000]원",300000,"300,000원",쇼핑: 50% | 간편결제: 10% | 편의점: 5%,"교통, 마트/편의점, OTT/영화/문화, 간편결제",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2297/card_img/22991/2297card.png,https://www.card-gorilla.com/card/detail/2297,쇼핑: 패션플랫폼 50% 청구할인 | 간편결제: 온라인 간편결제 10% 청구할인 | 편의점: 편의점 5% 청구할인 | 대중교통: 대중교통 5% 청구할인
2298,톡톡O 카드,KB국민카드,신용,"Mastercard, AMEX","국내전용 [12,000]원 / 해외겸용 [12,000]원",300000,"300,000원",쇼핑: 100% | 간편결제: 10% | 편의점: 5%,"교통, 마트/편의점, OTT/영화/문화, 간편결제",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2298/card_img/22990/2298card.png,https://www.card-gorilla.com/card/detail/2298,디지털구독: OTT 플랫폼 100% 청구할인 | 간편결제: 온라인 간편결제 10% 청구할인 | 편의점: 편의점 5% 청구할인 | 대중교통: 대중교통 5% 청구할인
2299,톡톡D 카드,KB국민카드,신용,"Mastercard, AMEX","국내전용 [12,000]원 / 해외겸용 [12,000]원",300000,"300,000원",배달앱: 50% | 간편결제: 10% | 편의점: 5%,"교통, 마트/편의점, 푸드, 간편결제",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2299/card_img/22989/2299card.png,https://www.card-gorilla.com/card/detail/2299,배달앱: 배달앱 50% 청구할인 | 간편결제: 온라인 간편결제 10% 청구할인 | 편의점: 편의점 5% 청구할인 | 대중교통: 대중교통 5% 청구할인
2345,현대백화점 Fit카드,현대백화점,신용,,국내전용 [없음],0,없음,쇼핑: 5% | 백화점: 무제한 | 기타: 20%,"쇼핑, 무실적",true,,https://d1c5n4ri2guedi.cloudfront.net/card/2345/card_img/24462/2345card.png,https://www.card-gorilla.com/card/detail/2345,쇼핑: 현대백화점 5% 할인 | 백화점: 현대백화점 2시간 무료주차 | 기타: H.Point 20% 추가 적립
2483,IBK DC히어로즈 카드(신용),IBK기업은행,신용,Mastercard,"국내전용 [10,000]원 / 해외겸용 [12,000]원",500000,"500,000원",푸드: 1% | 병원/약국: 1% | 캐시백: 1%,"교통, 주유, 통신, 마트/편의점, 쇼핑, 푸드, 병원/약국",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2483/card_img/28404/2483card.png,https://www.card-gorilla.com/card/detail/2483,생활: 6대 생활영역 이용금액 1% 기본캐시백
2489,K-FIRST (모바일전용),BC 바로카드,신용,"VISA, UnionPay","해외겸용 [5,000]원",0,없음,모든가맹점: 1% | 생활: 0.5% | 쇼핑: 5%,"모든가맹점, 교통, 마트/편의점, 쇼핑, 푸드, 무실적, 항공마일리지, 여행/숙박",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2489/card_img/28439/2489card.png,https://www.card-gorilla.com/card/detail/2489,모든가맹점: 전 가맹점 1% 할인 | 생활: 생활 편의 업종 0.5% 추가 할인 | 쇼핑: 페이북 쇼핑 5% 할인 | 여행/숙박: 비씨투어 멤버스 서비스 무료 가입
2452,카카오뱅크 하나카드,하나카드,신용,"VISA, UnionPay","국내전용 [12,000]원 / 해외겸용 [12,000]원",0,없음,디지털구독: 50% | 간편결제: 1% | 모든가맹점: 0.5%,"모든가맹점, 무실적, OTT/영화/문화, 간편결제",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2452/card_img/27779/2452card.png,https://www.card-gorilla.com/card/detail/2452,디지털구독: 디지털 구독 50% 할인 | 간편결제: 디지털 결제 1% 할인 | 모든가맹점: 국내외 전 가맹점 기본 0.5% 할인
2453,신한카드 구독 좋아요,신한카드,신용,VISA,"국내전용 [15,000]원 / 해외겸용 [18,000]원",400000,"400,000원",디지털구독: 100% | 통신: 1000원 | 생활: 10%,"통신, 마트/편의점, 쇼핑, 푸드, 공과금/렌탈, OTT/영화/문화",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2453/card_img/27868/2453card.png,https://www.card-gorilla.com/card/detail/2453,디지털구독: 5개 영역 디지털 구독 가맹점 정기결제 이용 시 결제일 할인 | 할인: 서비스 대상 정기결제 자동이체 시 결제일 할인 | 생활: 서비스 대상 배달앱/생활편의 가맹점 이용 시 결제일 할인
2455,카카오뱅크 우리카드,우리카드,신용,VISA,"국내전용 [12,000]원 / 해외겸용 [12,000]원",400000,"400,000원",기타: 50% | 카카오페이: 10%,간편결제,false,,https://d1c5n4ri2guedi.cloudfront.net/card/2455/card_img/28009/2455card.png,https://www.card-gorilla.com/card/detail/2455,기타: 카카오톡 선물하기 50% 할인 | 카카오페이: 카카오페이 결제 10% 할인
2458,BC 바로 에어 플러스 스카이패스,BC 바로카드,신용,"Mastercard, BC","국내전용 [19,000]원 / 해외겸용 [19,000]원",0,없음,대한항공: 1000원 | 대한항공: 200원,"모든가맹점, 무실적, 항공마일리지, 프리미엄",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2458/card_img/31078/2458card_1.png,https://www.card-gorilla.com/card/detail/2458,대한항공: 대한항공 마일리지 기본 적립: 1천원당 1스카이패스 마일리지 | 대한항공: 대한항공 마일리지 보너스 적립: 1백만원당 200스카이패스 마일리지 | 무이자할부: 전국 모든 가맹점 2~3개월 상시 무이자할부 | 프리미엄 서비스: MasterCard Platinum/ VISA Platinum 기본 서비스
2465,신세계 the Mile 하나카드,하나카드,신용,VISA,"해외겸용 [35,000]원",0,없음,항공마일리지: 무제한 | 모든가맹점: 무제한 | 면세점: 무제한,"모든가맹점, 쇼핑, 무실적, 항공마일리지, 해외",false,,https://d1c5n4ri2guedi.cloudfront.net/card/2465/card_img/28191/2465card.png,https://www.card-gorilla.com/card/detail/2465,아시아나항공: 아시아나항공 마일리지 적립 서비스 | 백화점: 신세계백화점 제휴 서비스 | 면세점: 신세계면세점 멤버십 우대 서비스
2677,"카드의정석 Dear, Shopper(디어쇼퍼)",우리카드,신용,Mastercard,"국내전용 [150,000]원 / 해외겸용 [150,000]원",500000,"500,000원",쇼핑: 5% | 적립: 1% | 공항라운지/PP: 무제한,"쇼핑, 공항라운지/PP, 프리미엄, 해외",false,2024-01-26,https://d1c5n4ri2guedi.cloudfront.net/card/2677/card_img/32696/2677card.png,https://www.card-gorilla.com/card/detail/2677,"바우처: 매년 기프트 바우처 중 1가지를 선택하여 이용하실 수 있습니다.(① - ④ 중 택 1, 연 1회) | 쇼핑: [퍼스널 쇼핑 적립] 패션/럭셔리/라이프/해외 5% 적립 | 적립: [기본 적립] 국내 가맹점 1% 적립 | 적립: [FLEX 적립] 국내 가맹점 건당 100만원 이상 결제 시 5% 적립 | 적립: [보너스 적립] 본인카드로 국내 가맹점 1천만원 이상 이용 시 5만점 적립 | 공항라운지: [더라운지 서비스] 국내외 공항라운지 무료 이용 (본인+동반 1인까지 제공)"
2678,"카드의정석 Dear, Traveler(디어트래블러)",우리카드,신용,Mastercard,"국내전용 [150,000]원 / 해외겸용 [150,000]원",500000,"500,000원",여행/숙박: 5% | 적립: 1% | 공항라운지/PP: 무제한,"교통, 공항라운지/PP, 프리미엄, 여행/숙박, 해외",false,2024-01-26,https://d1c5n4ri2guedi.cloudfront.net/card/2678/card_img/32701/2678card.png,https://www.card-gorilla.com/card/detail/2678,"바우처: 매년 기프트 바우처 중 1가지를 선택하여 이용하실 수 있습니다.(① - ④ 중 택 1, 연 1회) | 여행/숙박: 퍼스널 트래블(패키지/플랫폼/교통/해외) 5% 적립 | 적립: [기본 적립] 국내 가맹점 1% 적립 | 적립: [FLEX 적립] 국내 가맹점 건당 100만원 이상 결제 시 5% 적립 | 적립: [보너스 적립] 본인카드로 국내 가맹점 1천만원 이상 이용 시 5만점 적립 | 공항라운지: [더라운지 서비스] 국내외 공항라운지 무료 이용 (본인+동반 1인까지 제공)"
2653,010PAY 우리카드,우리카드,신용,Mastercard,"국내전용 [12,000]원 / 해외겸용 [12,000]원",0,없음,적립: 0.3% | 혜택 프로모션: 무제한 | 혜택 프로모션: 30000원,무실적,false,2023-11-28,https://d1c5n4ri2guedi.cloudfront.net/card/2653/card_img/32205/2653card.png,https://www.card-gorilla.com/card/detail/2653,"적립: 전월 실적 조건 없이 결제 금액 0.3% 010PAY 포인트 적립 | 혜택 프로모션: 결제할 때마다 최대 1억 당첨 가능 010PAY 리또 지급 | 혜택 프로모션: 리또 이용 고객 리워드 30,000 010PAY 포인트 100% 증정 | 혜택 프로모션: 응카 패밀리 모여라!"
2675,I-Mileage (아시아나),IBK기업은행,신용,"Mastercard, BC","국내전용 [41,000]원 / 해외겸용 [42,000]원",500000,"500,000원",항공마일리지: 무제한 | 공항라운지/PP: 무제한 | 카페: 4000원,"카페/디저트, 항공마일리지, 공항라운지/PP",false,2024-03-26,https://d1c5n4ri2guedi.cloudfront.net/card/2675/card_img/32668/2675card.png,https://www.card-gorilla.com/card/detail/2675,아시아나항공: 기본 마일리지 | 공항라운지: 전 세계 공항 라운지 무료 이용 서비스 | 공항: 공항 발레파킹 무료 이용 서비스 | 카페: 스타벅스 할인 서비스 | 프리미엄 서비스: 국제 브랜드 서비스
